source,issue,aspect,ID_Review,current_label,model_prediction,model_confidence,suggested_label,recommended_action,aspect_evidence,sentiment_evidence,Platform,Nama_Hotel,Review_Date,Text_Review,current_reason,action_rank,audit_decision,rule_auto_selected,applied_to_dataset,final_label,final_reason,validation_note,manual_decision,manual_final_label,manual_final_reason,manual_review_note,inferred_label,inferred_reason,old_label_before_manual_review,old_reason_before_manual_review,changed_in_v3
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,5539,none,positif,0.888,positif,likely_missing_label,"bersih, kebersihan","aspect evidence: bersih, kebersihan; mixed/weak sentiment: positive: bersih; negative: ga ",Tiket,Hotel Santika Cirebon,9/9/2024,kebersihan terjaga maksimal. kolam renang dengan pemandangan indah. kolam renang dengan pemandangan indah.,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,kebersihan terjaga maksimal.,Bukti aspek condong positif.,positif,kebersihan terjaga maksimal.,none,,True
priority_model_disagreement,model_high_confidence_disagreement,Lokasi,10012,none,positif,0.8841,positif,likely_missing_label,"lokasi, strategis, dekat","aspect evidence: lokasi, strategis, dekat; mixed/weak sentiment: positive: bersih, strategis, dekat; negative: tidak, lambat, tidak ada",Traveloka,Hotel Santika Depok,4/9/2025,"plusnya + lokasi strategis + kamar bersih, air conditioner dingin, water heater berfungsi + makanan bervariasi + ada keterlambatan wkt cek in dari hotel tapi dikasih tambahan wkt 2 jam untuk cek out minusnya - lantai kamar mandi dekat wastafel airnya menggenang terus - tidak ada hair dryer dan kulkas - tidak ada galon isi ulang air, jd hanya dibatasi 4 botol",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"plusnya + lokasi strategis + kamar bersih, air conditioner dingin, water heater berfungsi + makanan bervariasi + ada keterlambatan wkt cek in dari hotel tapi dikasih tambahan wkt 2 jam untuk cek out minusnya - lantai kamar mandi dekat wastafel airnya menggenang terus - tidak ada hair dryer dan kulkas - tidak ada galon ",Bukti aspek condong positif.,positif,"plusnya + lokasi strategis + kamar bersih, air conditioner dingin, water heater berfungsi + makanan bervariasi + ada keterlambatan wkt cek in dari hotel tapi dikasih tambahan wkt 2 jam untuk cek out minusnya - lantai kamar mandi dekat wastafel airnya menggenang terus - tidak ada hair dryer dan kulkas - tidak ada galon ",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,7506,none,positif,0.8839,positif,likely_missing_label,layanan,aspect evidence: layanan; mixed/weak sentiment: positive: bagus; negative: gak,Traveloka,Hotel Santika Bogor,11/22/2023,hotel dan layanan yang bagus. lokasi agak membingungkan.,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,hotel dan layanan yang bagus.,Bukti aspek condong positif.,positif,hotel dan layanan yang bagus.,none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,11939,none,negatif,0.8835,negatif,likely_missing_label,view,"aspect evidence: view; mixed/weak sentiment: positive: baik, bersih, enak; negative: kurang, ga ",Traveloka,Hotel Santika Mega City Bekasi,5/15/2024,"pelayan baik, kebersihan baik banget. cuma view-nya kurang menarik. makanan juga enak kok.",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,negatif,cuma view-nya kurang menarik.,Bukti aspek condong negatif.,negatif,cuma view-nya kurang menarik.,none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,7633,none,positif,0.8761,positif,likely_missing_label,nyaman,"aspect evidence: nyaman; sentiment evidence: nyaman, aman",Traveloka,Hotel Santika Bogor,8/24/2022,nyaman dan sarapan pagi yang nikmat.,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,nyaman dan sarapan pagi yang nikmat.,Bukti aspek condong positif.,positif,nyaman dan sarapan pagi yang nikmat.,none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,2293,none,positif,0.8736,positif,likely_missing_label,"kamar, luas","aspect evidence: kamar, luas; sentiment evidence: bersih, cepat, mudah, luas",Agoda,Hotel Santika Cirebon,10/19/2014,"cek in dan cek out cepat dan mudah, kamar pun luas dan bersih",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"cek in dan cek out cepat dan mudah, kamar pun luas dan bersih",Bukti aspek condong positif.,positif,"cek in dan cek out cepat dan mudah, kamar pun luas dan bersih",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,2558,none,positif,0.8719,positif,likely_missing_label,check-in,"aspect evidence: check-in; sentiment evidence: bagus, strategis, cepat, luas, dekat",Agoda,Hotel Santika Depok,11/13/2020,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",Bukti aspek condong positif.,positif,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,8861,none,negatif,0.8662,negatif,likely_missing_label,"kotor, bau","aspect evidence: kotor, bau; sentiment evidence: tidak, bau, kotor, tidak ada",Traveloka,Hotel Santika Cirebon,4/1/2026,air conditioner mati dan penghisap udara kamar mandi mati. bayangkan suasana kamarnya dan baunya? bau kotoran semerbak masuk kamar tidur anak kami. tidak ada tindakan apa-apa sesudah kami mengadu ke pihak hotel.,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,negatif,bau kotoran semerbak masuk kamar tidur anak kami.,Bukti aspek condong negatif.,negatif,bau kotoran semerbak masuk kamar tidur anak kami.,none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,2222,none,positif,0.8645,positif,likely_missing_label,"bersih, kebersihan","aspect evidence: bersih, kebersihan; mixed/weak sentiment: positive: baik, bersih; negative: berisik",Agoda,Hotel Santika Cirebon,1/3/2018,"makan pagi ok, sdh siap dari pagi kamar sblm jam 12 sudah siap mbl dicuci, good suasana dan kebersihan secara keseluruhan baik lingkungan sekitar hotel berisik",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"makan pagi ok, sdh siap dari pagi kamar sblm jam 12 sudah siap mbl dicuci, good suasana dan kebersihan secara keseluruhan baik lingkungan sekitar hotel berisik",Bukti aspek condong positif.,positif,"makan pagi ok, sdh siap dari pagi kamar sblm jam 12 sudah siap mbl dicuci, good suasana dan kebersihan secara keseluruhan baik lingkungan sekitar hotel berisik",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,5984,none,positif,0.8644,positif,likely_missing_label,nyaman,"aspect evidence: nyaman; sentiment evidence: ramah, nyaman, strategis, aman",Traveloka,Hotel Santika Bandung,2/12/2025,"nyaman, lokasi strategis, receptionist nya ramah banget",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"nyaman, lokasi strategis, receptionist nya ramah banget",Bukti aspek condong positif.,positif,"nyaman, lokasi strategis, receptionist nya ramah banget",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,3634,none,positif,0.8586,positif,likely_missing_label,kamar,aspect evidence: kamar; sentiment evidence: lezat,Tiket,Hotel Santika Bandung,2/25/2025,kamar segar banget. hidangan tradisional lezat.,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",keep_none_no_clear_aspect_sentiment,none,,Bukti aspek sedikit lebih positif.,positif,,none,,False
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,4228,none,positif,0.8582,positif,likely_missing_label,"bersih, kebersihan","aspect evidence: bersih, kebersihan; sentiment evidence: bersih",Tiket,Hotel Santika Mega City Bekasi,12/29/2025,kebersihan terjaga. layanan luar biasa.,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,kebersihan terjaga.,Bukti aspek condong positif.,positif,kebersihan terjaga.,none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,616,none,positif,0.8552,positif,likely_missing_label,"bersih, kebersihan","aspect evidence: bersih, kebersihan; sentiment evidence: bagus, nyaman, bersih, aman",Agoda,Hotel Santika Bandung,1/2/2014,"hotel yang bagus dalam servis, kebersihan dan kenyamanan",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"hotel yang bagus dalam servis, kebersihan dan kenyamanan",Bukti aspek condong positif.,positif,"hotel yang bagus dalam servis, kebersihan dan kenyamanan",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Makanan,12174,none,positif,0.8528,positif,likely_missing_label,enak,"aspect evidence: enak; sentiment evidence: nyaman, enak, puas, aman",Traveloka,Hotel Santika Mega City Bekasi,3/10/2021,nyaman puas kenyang enaklah overall,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",keep_none_no_clear_aspect_sentiment,none,,Bukti aspek condong positif.,positif,,none,,False
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,9515,none,positif,0.8524,positif,likely_missing_label,"kamar, luas","aspect evidence: kamar, luas; sentiment evidence: bersih, strategis, luas",Traveloka,Hotel Santika Cirebon,6/21/2017,"tempat strategis, parkiran luas, kamar bersih. good",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"tempat strategis, parkiran luas, kamar bersih.",Bukti aspek condong positif.,positif,"tempat strategis, parkiran luas, kamar bersih.",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,2386,none,positif,0.8511,positif,likely_missing_label,ramah,"aspect evidence: ramah; mixed/weak sentiment: positive: baik, ramah, nyaman; negative: tidak, ga ",Agoda,Hotel Santika Cirebon,12/30/2010,"tempat bersih, kamar tidak terlalu besar, tapi baik lah. penerimaan sangat ramah. parkir juga luas kolam renang kelihatan dari tempat menginap, dan kelihatannya bersih dan nyaman, sayang kami tidak sempat menikmati kolam renang.",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,penerimaan sangat ramah.,Bukti aspek condong positif.,positif,penerimaan sangat ramah.,none,,True
priority_model_disagreement,model_high_confidence_disagreement,Makanan,2488,none,positif,0.8455,positif,likely_missing_label,"sarapan, enak","aspect evidence: sarapan, enak; sentiment evidence: bagus, enak",Agoda,Hotel Santika Depok,12/1/2024,"pelayanan bagus, fasilitas bagus, sarapannya enak",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"pelayanan bagus, fasilitas bagus, sarapannya enak",Bukti aspek condong positif.,positif,"pelayanan bagus, fasilitas bagus, sarapannya enak",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,7854,none,netral,0.8444,netral,likely_missing_label,"kamar, ac","aspect evidence: kamar, ac; mixed/weak sentiment: positive: bersih, lengkap, aman; negative: tidak, tidak ada",Traveloka,Hotel Santika Bogor,10/14/2020,"saat pertama check in perlengkapan mandi tidak ada. bahkan gula pasirnya keras, kami pikir layanan kamar akan datang nanti untuk diisi karena mungkin ini adalah kebijakan hotel. keesokan harinya saya meminta untuk bersih-bersih, kemudian mereka memberikan perlengkapan mandi yang layak dan kopi sachet. tidak ada parkir gratis untuk tamu, tempat parkir terbatas dan mereka menunjukkan mal di dekat taman dan masih tidak ada parkir gratis",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"keesokan harinya saya meminta untuk bersih-bersih, kemudian mereka memberikan perlengkapan mandi yang layak dan kopi sachet.",Bukti aspek condong positif.,positif,"keesokan harinya saya meminta untuk bersih-bersih, kemudian mereka memberikan perlengkapan mandi yang layak dan kopi sachet.",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,5719,none,negatif,0.8444,negatif,likely_missing_label,"shower, air panas, air","aspect evidence: shower, air panas, air; mixed/weak sentiment: positive: baik; negative: kurang, panas",Tiket,Hotel Santika Cirebon,4/21/2019,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang.",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,negatif,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang.",Bukti aspek condong negatif.,negatif,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang.",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,9361,none,positif,0.8439,positif,likely_missing_label,kamar,"aspect evidence: kamar; sentiment evidence: bersih, strategis, recommended",Traveloka,Hotel Santika Cirebon,5/16/2018,"tempatnya cukup strategis, kamar bersih dan rapi. recommended bagi yang bawa keluarga.",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"tempatnya cukup strategis, kamar bersih dan rapi.",Bukti aspek condong positif.,positif,"tempatnya cukup strategis, kamar bersih dan rapi.",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,2468,none,positif,0.8437,positif,likely_missing_label,"bersih, kebersihan","aspect evidence: bersih, kebersihan; mixed/weak sentiment: positive: nyaman, bersih, strategis; negative: ga ",Agoda,Hotel Santika Depok,3/29/2026,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis,Bukti aspek condong positif.,positif,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis,none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,14064,none,negatif,0.8359,negatif,likely_missing_label,panas,"aspect evidence: panas; sentiment evidence: kurang, tidak, panas, tidak ada",Traveloka,Hotel Santika Tasikmalaya,2/6/2019,hotel tidak ada karpet dan air panas kurang panas.,,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",keep_none_no_clear_aspect_sentiment,none,,Bukti aspek condong negatif.,negatif,,none,,False
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,2311,none,positif,0.8354,positif,likely_missing_label,"nyaman, kamar","aspect evidence: nyaman, kamar; sentiment evidence: nyaman, lezat, aman",Agoda,Hotel Santika Cirebon,10/28/2013,"kamar yang sangat nyaman, staf yang sangat raman, dan makanan yang lezat untuk dinikmati",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"kamar yang sangat nyaman, staf yang sangat raman, dan makanan yang lezat untuk dinikmati",Bukti aspek condong positif.,positif,"kamar yang sangat nyaman, staf yang sangat raman, dan makanan yang lezat untuk dinikmati",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,6487,none,positif,0.8347,positif,likely_missing_label,nyaman,"aspect evidence: nyaman; sentiment evidence: ramah, nyaman, bersih, strategis, enak",Traveloka,Hotel Santika Bandung,12/6/2017,"lokasi strategis, sangat bersih dan nyaman. pelayanan ramah dan cepat. breakfast enak dan banyak menunya. saya puas.",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"lokasi strategis, sangat bersih dan nyaman.",Bukti aspek condong positif.,positif,"lokasi strategis, sangat bersih dan nyaman.",none,,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,2558,none,positif,0.8267,positif,likely_missing_label,"kamar, luas","aspect evidence: kamar, luas; sentiment evidence: bagus, strategis, cepat, luas, dekat",Agoda,Hotel Santika Depok,11/13/2020,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",,1,needs_manual_review,False,False,none,,"Kandidat missing label masih perlu review karena confidence lebih rendah, label netral, atau bukti aspek kurang kuat.",apply_missing_label_from_manual_review,positif,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",Bukti aspek condong positif.,positif,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",none,,True
