source,ID_Review,aspect,change_type,old_label,new_label,old_reason,new_reason,recommended_action,model_prediction,model_confidence,Text_Review
needs_manual_review_after_step_1_4,7506,Pelayanan,apply_missing_label_from_manual_review,none,positif,,hotel dan layanan yang bagus.,likely_missing_label,positif,0.8839,hotel dan layanan yang bagus. lokasi agak membingungkan.
needs_manual_review_after_step_1_4,11939,Kenyamanan,apply_missing_label_from_manual_review,none,negatif,,cuma view-nya kurang menarik.,likely_missing_label,negatif,0.8835,"pelayan baik, kebersihan baik banget. cuma view-nya kurang menarik. makanan juga enak kok."
needs_manual_review_after_step_1_4,7633,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,nyaman dan sarapan pagi yang nikmat.,likely_missing_label,positif,0.8761,nyaman dan sarapan pagi yang nikmat.
needs_manual_review_after_step_1_4,2293,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"cek in dan cek out cepat dan mudah, kamar pun luas dan bersih",likely_missing_label,positif,0.8736,"cek in dan cek out cepat dan mudah, kamar pun luas dan bersih"
needs_manual_review_after_step_1_4,2558,Pelayanan,apply_missing_label_from_manual_review,none,positif,,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",likely_missing_label,positif,0.8719,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat."
needs_manual_review_after_step_1_4,8861,Kebersihan,apply_missing_label_from_manual_review,none,negatif,,bau kotoran semerbak masuk kamar tidur anak kami.,likely_missing_label,negatif,0.8662,air conditioner mati dan penghisap udara kamar mandi mati. bayangkan suasana kamarnya dan baunya? bau kotoran semerbak masuk kamar tidur anak kami. tidak ada tindakan apa-apa sesudah kami mengadu ke pihak hotel.
needs_manual_review_after_step_1_4,2222,Kebersihan,apply_missing_label_from_manual_review,none,positif,,"makan pagi ok, sdh siap dari pagi kamar sblm jam 12 sudah siap mbl dicuci, good suasana dan kebersihan secara keseluruhan baik lingkungan sekitar hotel berisik",likely_missing_label,positif,0.8645,"makan pagi ok, sdh siap dari pagi kamar sblm jam 12 sudah siap mbl dicuci, good suasana dan kebersihan secara keseluruhan baik lingkungan sekitar hotel berisik"
needs_manual_review_after_step_1_4,5984,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"nyaman, lokasi strategis, receptionist nya ramah banget",likely_missing_label,positif,0.8644,"nyaman, lokasi strategis, receptionist nya ramah banget"
needs_manual_review_after_step_1_4,4228,Kebersihan,apply_missing_label_from_manual_review,none,positif,,kebersihan terjaga.,likely_missing_label,positif,0.8582,kebersihan terjaga. layanan luar biasa.
needs_manual_review_after_step_1_4,616,Kebersihan,apply_missing_label_from_manual_review,none,positif,,"hotel yang bagus dalam servis, kebersihan dan kenyamanan",likely_missing_label,positif,0.8552,"hotel yang bagus dalam servis, kebersihan dan kenyamanan"
needs_manual_review_after_step_1_4,9515,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"tempat strategis, parkiran luas, kamar bersih.",likely_missing_label,positif,0.8524,"tempat strategis, parkiran luas, kamar bersih. good"
needs_manual_review_after_step_1_4,2386,Pelayanan,apply_missing_label_from_manual_review,none,positif,,penerimaan sangat ramah.,likely_missing_label,positif,0.8511,"tempat bersih, kamar tidak terlalu besar, tapi baik lah. penerimaan sangat ramah. parkir juga luas kolam renang kelihatan dari tempat menginap, dan kelihatannya bersih dan nyaman, sayang kami tidak sempat menikmati kolam renang."
needs_manual_review_after_step_1_4,2488,Makanan,apply_missing_label_from_manual_review,none,positif,,"pelayanan bagus, fasilitas bagus, sarapannya enak",likely_missing_label,positif,0.8455,"pelayanan bagus, fasilitas bagus, sarapannya enak"
needs_manual_review_after_step_1_4,7854,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"keesokan harinya saya meminta untuk bersih-bersih, kemudian mereka memberikan perlengkapan mandi yang layak dan kopi sachet.",likely_missing_label,netral,0.8444,"saat pertama check in perlengkapan mandi tidak ada. bahkan gula pasirnya keras, kami pikir layanan kamar akan datang nanti untuk diisi karena mungkin ini adalah kebijakan hotel. keesokan harinya saya meminta untuk bersih-bersih, kemudian mereka memberikan perlengkapan mandi yang layak dan kopi sachet. tidak ada parkir gratis untuk tamu, tempat parkir terbatas dan mereka menunjukkan mal di dekat taman dan masih tidak ada parkir gratis"
needs_manual_review_after_step_1_4,5719,Fasilitas,apply_missing_label_from_manual_review,none,negatif,,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang.",likely_missing_label,negatif,0.8444,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang."
needs_manual_review_after_step_1_4,9361,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"tempatnya cukup strategis, kamar bersih dan rapi.",likely_missing_label,positif,0.8439,"tempatnya cukup strategis, kamar bersih dan rapi. recommended bagi yang bawa keluarga."
needs_manual_review_after_step_1_4,2468,Kebersihan,apply_missing_label_from_manual_review,none,positif,,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis,likely_missing_label,positif,0.8437,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis
needs_manual_review_after_step_1_4,2311,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"kamar yang sangat nyaman, staf yang sangat raman, dan makanan yang lezat untuk dinikmati",likely_missing_label,positif,0.8354,"kamar yang sangat nyaman, staf yang sangat raman, dan makanan yang lezat untuk dinikmati"
needs_manual_review_after_step_1_4,6487,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"lokasi strategis, sangat bersih dan nyaman.",likely_missing_label,positif,0.8347,"lokasi strategis, sangat bersih dan nyaman. pelayanan ramah dan cepat. breakfast enak dan banyak menunya. saya puas."
needs_manual_review_after_step_1_4,2558,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",likely_missing_label,positif,0.8267,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat."
needs_manual_review_after_step_1_4,12145,Kebersihan,apply_missing_label_from_manual_review,none,positif,,"puas banget sama pelayanan, kebersihan dan fasilitasnya.",likely_missing_label,positif,0.826,"puas banget sama pelayanan, kebersihan dan fasilitasnya. cuma pas di kamar saya air conditioner nya kurang dingin padahal temperatur sudah paling kecil. overall baik kok tapi! bakal staycation ke sini lagi next time."
needs_manual_review_after_step_1_4,2468,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis,likely_missing_label,positif,0.8227,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis
needs_manual_review_after_step_1_4,9551,Fasilitas,apply_missing_label_from_manual_review,none,positif,,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman.",likely_missing_label,positif,0.8199,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman."
needs_manual_review_after_step_1_4,7652,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"kamar bersih, sarapan baik, dekat dengan mall.",likely_missing_label,positif,0.8123,"menyenangkan. kamar bersih, sarapan baik, dekat dengan mall."
needs_manual_review_after_step_1_4,1650,Pelayanan,apply_missing_label_from_manual_review,none,negatif,,"kami check ini terlambat, dateng jam setengah dua belas malam, tanpa basa-basi dan birokrasi yang panjang, kami langsung dapet kunci kamar.",likely_missing_label,negatif,0.8095,"kami check ini terlambat, dateng jam setengah dua belas malam, tanpa basa-basi dan birokrasi yang panjang, kami langsung dapet kunci kamar. kami pilih kamar dengan bed twin walopun serasa sempit bahkan untuk 1 orang, interior kamar yang minimalis modern enak dipandang dan view gunung dan kota bogor. pagi hari kami sarapan, dengan menu yang beraneka macam dan enak2. sedikit kendala, kami tidak diberi tahu kalau mobil keluar masuk hotel, apakah kami bisa dapet voucher parkir, akhirnya keluar masuk hotel kami bayar parkir lagi selama dua hari, lumayan lah."
needs_manual_review_after_step_1_4,2429,Kebersihan,apply_missing_label_from_manual_review,none,positif,,"lokasi sangat bagus dekat pusat perbelanjaan, kebersihan luar biasa dengan staf yang ramah, makanan sederhana namun lezat",likely_missing_label,positif,0.8078,"lokasi sangat bagus dekat pusat perbelanjaan, kebersihan luar biasa dengan staf yang ramah, makanan sederhana namun lezat"
needs_manual_review_after_step_1_4,7989,Lokasi,apply_missing_label_from_manual_review,none,positif,,"tempat sangat strategis, parkinya mudah, check-in cepat.",likely_missing_label,positif,0.8076,"tempat sangat strategis, parkinya mudah, check-in cepat. pelayanan sangat ramah, handuk sprei dan bersih. air conditioner dan water heater berfungsi dengan baik, tapi tidak ada hair dryer."
needs_manual_review_after_step_1_4,3585,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"bagus, bersih, nyaman.",likely_missing_label,positif,0.8049,"bagus, bersih, nyaman. top pokoknya"
needs_manual_review_after_step_1_4,1988,Kebersihan,apply_missing_label_from_manual_review,none,positif,,mereka sepertinya tidak memperhatikan kebersihan kamar dan kehilangan perhatian pada detail.,likely_missing_label,negatif,0.804,"ini bukan pertama kalinya saya menginap di hotel ini, dan saya juga telah menginap di beberapa santika. namun, saya harus mengatakan ini adalah saat terburuk yang pernah saya alami di santika cirebon dimana saya menemukan kamar saya penuh dengan nyamuk berdarah dan rambut di lantai. mereka sepertinya tidak memperhatikan kebersihan kamar dan kehilangan perhatian pada detail. lain kali saya mengunjungi cirebon, saya mungkin tidak akan memilih hotel ini lagi karena ada hotel bintang 4 baru (yang luar biasa) lebih murah daripada santika cirebon bintang 3."
needs_manual_review_after_step_1_4,4486,Fasilitas,resolve_sentiment_by_text_evidence,netral,positif,parkir nyaman.,parkir nyaman.,possible_sentiment_label_review,positif,0.9207,akses mudah ke tempat-tempat terkenal. parkir nyaman. suasana kolam tenang.
needs_manual_review_after_step_1_4,3979,Kebersihan,resolve_sentiment_by_text_evidence,netral,negatif,hotel lama toilet sudah direnovasi. sprei dan handuk sudah agak lusuh,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik.",possible_sentiment_label_review,negatif,0.855,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik."
needs_manual_review_after_step_1_4,6797,Harga,resolve_sentiment_by_text_evidence,netral,negatif,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.","gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.",possible_sentiment_label_review,negatif,0.8512,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga."
needs_manual_review_after_step_1_4,7120,Kenyamanan,resolve_sentiment_by_text_evidence,netral,positif,"ramah, nyaman","ramah, nyaman hanya terlalu bebas untuk smoking: (",possible_sentiment_label_review,negatif,0.8468,"ramah, nyaman hanya terlalu bebas untuk smoking: ("
needs_manual_review_after_step_1_4,8270,Makanan,resolve_sentiment_by_text_evidence,positif,positif,sarapan kualitas makanan baik,kamar baik layanan kamar miskin sarapan kualitas makanan baik,possible_sentiment_label_review,negatif,0.8063,kamar baik layanan kamar miskin sarapan kualitas makanan baik
needs_manual_review_after_step_1_4,10297,Pelayanan,resolve_sentiment_by_text_evidence,negatif,negatif,resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. staf dengan tegas mengatakan ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi yang saya anggap sebagai kebohongan sederhana,"ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi.",possible_sentiment_label_review,netral,0.7937,"saya bepergian dengan anak-anak jadi saya mencari hotel. di area dengan kolam renang. hasil pencarian menunjukkan akomodasi ini memiliki kolam renang. itulah alasan saya memilihnya. ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. saya kesal dan anak-anak kecewa. staf dengan tegas mengatakan, ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi, yang saya anggap sebagai kebohongan sederhana dan saran yang berani bahwa saya tidak cukup berhati-hati dalam proses pemesanan saya, yang sama sekali tidak benar dan sangat mengganggu untuk didengar."
needs_manual_review_after_step_1_4,330,Kenyamanan,resolve_sentiment_by_text_evidence,netral,positif,"kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.","kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.",possible_sentiment_label_review,positif,0.7526,"ini mungkin salah satu hotel bernilai terbaik di bandung. terletak di pusat kota, kamar dan layanan bagus. kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik."
needs_manual_review_after_step_1_4,3852,Fasilitas,resolve_sentiment_by_text_evidence,netral,positif,fasilitas nya baik | tempat parkiran mobilnya tolong di perluas lagi,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.,possible_sentiment_label_review,negatif,0.7408,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.
needs_manual_review_after_step_1_4,5467,Kenyamanan,clear_aspect_no_sufficient_evidence,negatif,none,saluran pembuangan shower lambat,,sentiment_conflict_needs_expert,netral,0.994,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic. "
needs_manual_review_after_step_1_4,1200,Kenyamanan,change_neutral_sentiment_after_manual_review,netral,negatif,"terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang","santika bogor bagus, kamarnya terlalu polos, tidak ada lukisan, tvnya terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang terisolasi.",sentiment_conflict_needs_expert,negatif,0.974,"santika bogor bagus, kamarnya terlalu polos, tidak ada lukisan, tvnya terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang terisolasi. sarapannya baik, orangnya baik tapi terlalu ramai jadi ketika saya minta piring, mereka memberi saya piring kotor dengan saus di dasar piring. tempat parkir sangat ramai, tidak ada ruang untuk tamu karena ini adalah tempat yang sama untuk mal."
needs_manual_review_after_step_1_4,2080,Kenyamanan,change_neutral_sentiment_after_manual_review,netral,negatif,hotel tua yang menempati lahan luas dan lokasi yang strategis.,"sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor.",sentiment_conflict_needs_expert,negatif,0.9675,"hotel tua yang menempati lahan luas dan lokasi yang strategis. seharusnya bisa mempertahankan ""keklasikan"" hotel santika yang sudah terkenal. sayangnya tidak bisa menjaga itu. sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor. semoga segera diperbaiki ya"
needs_manual_review_after_step_1_4,1630,Harga,change_neutral_sentiment_after_manual_review,netral,positif,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1.","kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1.",sentiment_conflict_needs_expert,negatif,0.9617,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan"
needs_manual_review_after_step_1_4,697,Fasilitas,clear_aspect_no_sufficient_evidence,negatif,none,secara keseluruhan fasilitas terasa agak tua,,sentiment_conflict_needs_expert,netral,0.9613,"lokasinya bagus karena bersebelahan dengan pusat perbelanjaan sehingga tidak perlu jauh-jauh. namun secara keseluruhan fasilitas terasa agak tua, mungkin karena hotelnya sudah tua. stafnya ramah, saya suka lokasinya, dan harganya. juga, ada pembangunan yang sedang berlangsung di sebelah, jadi saya tidur siang, tapi selain kebisingan, saya tidak punya keluhan."
needs_manual_review_after_step_1_4,1635,Fasilitas,change_sentiment_after_manual_review,netral,negatif,"tetapi, fasilitas amenities di kamar mandi sangat minim.","tetapi, fasilitas amenities di kamar mandi sangat minim.",sentiment_conflict_needs_expert,negatif,0.9545,"terletak di lokasi yang strategis untuk perjalanan dari jakarta, dengan lokasi yang berdampingan dengan botani square menambah kenyamanan dalam liburan. tetapi, fasilitas amenities di kamar mandi sangat minim. cocok untuk tempat menginap keluarga yang melakukan perjalanan ke bogor hanya untuk sekedar jalan2."
needs_manual_review_after_step_1_4,14094,Makanan,change_neutral_sentiment_after_manual_review,netral,negatif,makanan enak cuma biasa-biasa saja,makanan enak cuma biasa-biasa saja.,sentiment_conflict_needs_expert,negatif,0.9476,pelayanan baik cuma kamar 202 agak bagaimana gitu horor. makanan enak cuma biasa-biasa saja.
needs_manual_review_after_step_1_4,1630,Makanan,change_neutral_sentiment_after_manual_review,netral,negatif,"breakfast menu: dikit sekali, dan rasanya kurang enak.","breakfast menu: dikit sekali, dan rasanya kurang enak.",sentiment_conflict_needs_expert,negatif,0.9472,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan"
needs_manual_review_after_step_1_4,1136,Fasilitas,change_sentiment_after_manual_review,positif,negatif,saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun,ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada,sentiment_conflict_needs_expert,negatif,0.9434,"karena hujan selalu turun di sore hari, kami dapat, di waktu senggang, berbelanja atau makan malam tanpa basah kuyup atau harus mencari taksi dengan panik. sarapannya memuaskan. ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada"
needs_manual_review_after_step_1_4,1834,Fasilitas,clear_aspect_no_sufficient_evidence,positif,none,fasilitasnya lengkap dan anda juga bisa meminta fasilitas,,sentiment_conflict_needs_expert,netral,0.9304,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya."
needs_manual_review_after_step_1_4,1115,Fasilitas,change_sentiment_after_manual_review,netral,positif,wi-fi berkecepatan tinggi dan cukup stabil.,wi-fi berkecepatan tinggi dan cukup stabil.,sentiment_conflict_needs_expert,positif,0.9286,"saya pernah menginap di grup hotel santika di indonesia, seperti malang dan balikpapang. sama seperti hotel lainnya, staf santika bogor terlatih dan ramah. kamarnya sederhana tapi baik untuk menginap. wi-fi berkecepatan tinggi dan cukup stabil. hotel terletak tepat di sebelah pusat perbelanjaan anda bisa mendapatkan semuanya di sana."
needs_manual_review_after_step_1_4,2022,Harga,change_neutral_sentiment_after_manual_review,netral,positif,harga masuk akal.,harga masuk akal.,sentiment_conflict_needs_expert,positif,0.9236,"cirebon adalah kota kecil. tidak banyak hotel bagus untuk dipilih. yang terbaik adalah hotel ini. saya sudah menginap 1 malam di hotel tersebut. staf hotel sangat ramah. lokasinya bagus. harga masuk akal. jika ke cirebon, saya mungkin akan memilih hotel ini lagi."
needs_manual_review_after_step_1_4,2860,Fasilitas,change_neutral_sentiment_after_manual_review,netral,negatif,fasilitas kamar mandi juga lengkap. fasilitas wi-fi yang amat sangat lambat,"namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali.",sentiment_conflict_needs_expert,negatif,0.9211,"lokasi di mall dengan banyak pilihan restoran bahkan departemen store. air minum yang disediakan lebih banyak dari standar hotel lain, yaitu 4 botol dengan ukuran sedang. kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman dan 2 bantal yang nyaman di masing masing bed (twin). kondisi kamar sangat bersih dan fasilitas kamar mandi juga lengkap. yang cukup mengganggu adalah suhu air shower yang sangat tidak stabil, panas dingin bergantian. namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali."
needs_manual_review_after_step_1_4,1834,Makanan,clear_aspect_no_sufficient_evidence,positif,none,sarapannya enak tapi tidak ada yang luar biasa tentang sarapan.,,sentiment_conflict_needs_expert,netral,0.9211,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya."
needs_manual_review_after_step_1_4,105,Kebersihan,change_neutral_sentiment_after_manual_review,netral,positif,"kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda","hotel yang termasuk sudah legendaris ini terletak di pusat kota, mall hanya tinggal melangkah kesebrang, staf yang ramah, kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda yang tidak dapat dibersihkan.",sentiment_conflict_needs_expert,negatif,0.9174,"hotel yang termasuk sudah legendaris ini terletak di pusat kota, mall hanya tinggal melangkah kesebrang, staf yang ramah, kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda yang tidak dapat dibersihkan."
needs_manual_review_after_step_1_4,12637,Pelayanan,change_sentiment_after_manual_review,negatif,positif,karyawannya ramah,"yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi.",sentiment_conflict_needs_expert,positif,0.8976,"saya pesan superior king, karena sesuatu hal di free upgrade ke deluxe king. kamar tidak ada kulkas, lemari, bath tub. baru dapat fasilitas tsb sprtinya di kelas premier. wi-fi tidak bisa digunakan. kartu akses hnya bisa diberikan 1 dan ini menyulitkan, terutama karena berpergian bersama anak2. agak sulit menghubungi fo, beberapa kali telpon tidak diangkat. banyak hal yang tidak sesuai dengan buku hotel information. balkon yang jdi nilai tambah kamar deluxe, ternyata dikunci, dan kunci tidak bisa ditinggal di kamar. yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi. kamarnya juga luas, semua fasilitas lain sprti ac- tv- bathroom shower-electric pot, berfungsi baik. ada kolam renang dan gym."
needs_manual_review_after_step_1_4,12378,Makanan,clear_aspect_no_sufficient_evidence,positif,none,breakfastnya tidak pernah ngecewain,,sentiment_conflict_needs_expert,negatif,0.8901,breakfastnya tidak pernah ngecewain. fasilitas juga baik. tapi sayang kamarnya lebih nyaman yang non smoking. kamar yang smoking room tidak nyaman.
